Food Product,Main Ingredient,Sweetener,Fat/Oil,Seasoning,Allergens,Price ($),Customer rating (Out of 5),Prediction
Cloves,Cloves,None,Olive Oil,Salt,None,5.55,1.5,Contains
Blackberry,Blackberry,Honey,None,Garlic,None,39.63,4.4,Safe
Cheese,Cheese,None,Olive Oil,Pepper,Cheese,10.47,2.4,Contains
Hazelnuts,Hazelnuts,None,Butter,Pepper,Hazelnuts,12.4,3.9,May Contain
Condensed Milk,Condensed Milk,Maple Syrup,Olive Oil,None,Condensed Milk,19.01,3.1,Contains
Sesame Oil,Sesame Oil,Maple Syrup,Olive Oil,None,None,41.29,2.5,Safe
Sunflower Oil,Sunflower Oil,Honey,None,Garlic,None,18.93,1.5,Safe
Flax Seeds,Flax Seeds,Honey,Butter,None,Flax Seeds,49.54,2.1,Safe
Pine Nuts,Pine Nuts,None,None,Salt,Pine Nuts,40.85,3.9,Contains
Quinoa,Quinoa,Honey,None,None,Quinoa,35.97,3.9,Safe
Sodium Benzoate,Sodium Benzoate,None,None,Pepper,None,16.77,2.9,Contains
Pistachios,Pistachios,None,None,Garlic,Pistachios,22.28,1.9,May Contain
Chicken,Chicken,Maple Syrup,None,Salt,None,42.26,1.5,May Contain
Pork,Pork,Sugar,Coconut Oil,None,None,14.7,1.8,Contains
Almonds,Almonds,None,Olive Oil,Garlic,Almonds,42.36,3.9,Contains
Cloves,Cloves,Sugar,Coconut Oil,Salt,None,42.49,2.6,Contains
Pepper,Pepper,Maple Syrup,Butter,Salt,None,30.95,1.9,Safe
Ghee,Ghee,Sugar,None,Pepper,Ghee,12.94,2.1,Safe
Mushroom,Mushroom,Sugar,Olive Oil,Garlic,None,28.83,1,May Contain
Rye,Rye,None,None,Salt,Rye,35.92,1.2,Contains
Veal,Veal,Sugar,Butter,Salt,None,7.56,2.3,May Contain
Sulfites,Sulfites,Honey,Butter,None,None,18.31,1.5,Contains
Crab,Crab,Honey,None,None,Crab,17.51,3.4,May Contain
Whey,Whey,Honey,Coconut Oil,Pepper,Whey,7.86,4.6,May Contain
Celery,Celery,Maple Syrup,Butter,None,None,8.73,4.2,Contains
Fig,Fig,Maple Syrup,Coconut Oil,None,None,14.17,4.1,Contains
Coconut Oil,Coconut Oil,Maple Syrup,Olive Oil,Pepper,None,18.65,2.1,Contains
Oysters,Oysters,Maple Syrup,Butter,Garlic,Oysters,46.37,2.7,May Contain
Orange,Orange,None,Coconut Oil,Pepper,None,41.1,4.8,Safe
Oysters,Oysters,Sugar,None,Salt,Oysters,13.98,3.2,May Contain
MSG,MSG,Maple Syrup,Butter,Salt,None,20.07,2,May Contain
Shrimp,Shrimp,None,Coconut Oil,Salt,Shrimp,27.32,3.6,Safe
Sunflower Oil,Sunflower Oil,None,Olive Oil,None,None,49.53,4.1,May Contain
Curd,Curd,Honey,Coconut Oil,Garlic,Curd,31.56,4.7,Contains
Sodium Benzoate,Sodium Benzoate,Honey,None,None,None,40.59,4.2,May Contain
Cardamom,Cardamom,None,Coconut Oil,Salt,None,26.92,3.5,Contains
Olive Oil,Olive Oil,Honey,Butter,None,None,49.92,4.4,Safe
Aspartame,Aspartame,None,Coconut Oil,Pepper,None,34.71,5,May Contain
Olive Oil,Olive Oil,None,None,Garlic,None,12.63,2.3,Safe
Broccoli,Broccoli,Honey,None,Pepper,None,33.21,2.7,Contains
Watermelon,Watermelon,None,Olive Oil,None,None,11.26,3.6,Contains
Butter,Butter,Sugar,Coconut Oil,Pepper,Butter,42.7,1,Contains
Crab,Crab,Maple Syrup,Coconut Oil,Salt,Crab,38.77,3.2,May Contain
Turmeric,Turmeric,Honey,Butter,Pepper,None,14.17,3.2,May Contain
Rosemary,Rosemary,None,Coconut Oil,Pepper,None,28.1,3.9,May Contain
Sulfites,Sulfites,Sugar,Olive Oil,Garlic,None,41.18,3.8,May Contain
Oregano,Oregano,Maple Syrup,None,Pepper,None,30.14,1,May Contain
Mussels,Mussels,Maple Syrup,Olive Oil,Garlic,Mussels,27.61,3.3,Safe
Butter,Butter,None,Butter,Garlic,Butter,42.27,4.7,Safe
Salmon,Salmon,Sugar,Butter,Salt,Salmon,40.05,4.6,Contains
Farro,Farro,Honey,Coconut Oil,Garlic,Farro,8.38,4.6,Contains
Cantaloupe,Cantaloupe,None,Butter,Pepper,None,10.41,1.5,Contains
Canola Oil,Canola Oil,Sugar,Olive Oil,None,None,36.25,4.4,May Contain
Quinoa,Quinoa,Honey,Coconut Oil,None,Quinoa,44.45,3.6,May Contain
Aspartame,Aspartame,Maple Syrup,Olive Oil,Pepper,None,24.96,4.2,Safe
Duck,Duck,Maple Syrup,Coconut Oil,Salt,None,41.7,4,Safe
Rye,Rye,Honey,Olive Oil,Garlic,Rye,25.01,3.5,Safe
Okra,Okra,None,Butter,Pepper,None,40.37,1.5,Contains
Turmeric,Turmeric,Sugar,Olive Oil,Pepper,None,22.72,1.2,Contains
Cinnamon,Cinnamon,None,Coconut Oil,Garlic,None,10.9,1.6,Contains
Buckwheat,Buckwheat,Maple Syrup,Coconut Oil,Salt,Buckwheat,38.64,3.3,Contains
Cod,Cod,Sugar,None,Salt,Cod,37.72,4,Safe
Parsnip,Parsnip,Honey,Butter,Garlic,None,31.93,2.6,Safe
Tuna,Tuna,None,Olive Oil,Salt,Tuna,24.5,2.7,May Contain
Celery,Celery,None,Butter,Pepper,None,38.64,3.7,Safe
Sunflower Oil,Sunflower Oil,None,Butter,Pepper,None,41.77,4.3,Contains
Curd,Curd,None,Olive Oil,Pepper,Curd,14.2,3.9,Safe
Cauliflower,Cauliflower,Sugar,None,None,None,8.73,3.2,Safe
Tuna,Tuna,Maple Syrup,None,Garlic,Tuna,43.3,3,Safe
Salmon,Salmon,None,None,Garlic,Salmon,30.04,2.8,May Contain
Cheese,Cheese,Maple Syrup,Coconut Oil,Pepper,Cheese,28.23,2.3,May Contain
Rabbit,Rabbit,Sugar,Olive Oil,Garlic,None,15.5,3.9,May Contain
Xanthan Gum,Xanthan Gum,Honey,Butter,Garlic,None,13.82,2.7,Safe
Rosemary,Rosemary,Sugar,Coconut Oil,Garlic,None,12.72,2.1,Safe
Duck,Duck,None,Coconut Oil,Pepper,None,38.15,4.6,Contains
Squid,Squid,Maple Syrup,Olive Oil,None,Squid,6.3,2.2,May Contain
Pumpkin Seeds,Pumpkin Seeds,None,Coconut Oil,Pepper,Pumpkin Seeds,5.47,4.3,May Contain
Cashews,Cashews,Maple Syrup,Olive Oil,Garlic,Cashews,32.3,1,Safe
Wheat,Wheat,None,Coconut Oil,None,Wheat,9.38,4.4,May Contain
Yogurt,Yogurt,Honey,None,Garlic,Yogurt,19.69,3.6,Contains
Blackberry,Blackberry,Sugar,None,Garlic,None,18.67,1.3,Safe
Turmeric,Turmeric,Sugar,Coconut Oil,Pepper,None,32.79,1.5,May Contain
Grapeseed Oil,Grapeseed Oil,None,Coconut Oil,None,None,38.7,2.3,Contains
Squid,Squid,None,Butter,Salt,Squid,8.93,2.9,Contains
Pomegranate,Pomegranate,None,Coconut Oil,Pepper,None,31.82,4.8,Safe
Grapeseed Oil,Grapeseed Oil,Maple Syrup,Olive Oil,Pepper,None,21.61,4.6,May Contain
Lobster,Lobster,Honey,Butter,Pepper,Lobster,37.78,4.2,May Contain
Pear,Pear,Maple Syrup,None,Salt,None,27.53,1.8,Contains
Sesame Oil,Sesame Oil,Maple Syrup,None,Salt,None,13.68,4.7,May Contain
Salmon,Salmon,Maple Syrup,None,None,Salmon,18.87,1.9,Safe
MSG,MSG,None,Olive Oil,None,None,47.67,2.1,Safe
Mushroom,Mushroom,Sugar,Coconut Oil,Pepper,None,46.96,3.3,May Contain
Grapes,Grapes,None,Olive Oil,Salt,None,38.32,3.5,May Contain
Okra,Okra,Maple Syrup,Butter,None,None,45.13,4.5,May Contain
Hazelnuts,Hazelnuts,None,None,Pepper,Hazelnuts,33.76,2,Safe
Rosemary,Rosemary,Honey,None,Salt,None,6.53,4.1,Contains
Flaxseed Oil,Flaxseed Oil,Maple Syrup,Coconut Oil,Salt,None,9.9,3.2,May Contain
Sodium Benzoate,Sodium Benzoate,None,None,None,None,43.47,2.3,May Contain
Lobster,Lobster,None,None,Pepper,Lobster,37.12,4.9,Contains
Corn,Corn,Maple Syrup,Butter,Garlic,Corn,23.31,3.5,Contains
Sesame Seeds,Sesame Seeds,None,Coconut Oil,None,Sesame Seeds,40.93,4.3,Safe
Spelt,Spelt,Honey,Olive Oil,None,Spelt,42.18,2.7,Safe
Veal,Veal,Maple Syrup,Butter,None,None,42.37,2.2,May Contain
Rye,Rye,None,Olive Oil,Salt,Rye,43.88,1.2,Safe
Hemp Seeds,Hemp Seeds,None,None,Pepper,Hemp Seeds,22.11,4,May Contain
Spelt,Spelt,Sugar,Butter,Salt,Spelt,33.1,4.1,Safe
Cheese,Cheese,Maple Syrup,Coconut Oil,None,Cheese,12.43,3.2,Contains
Sesame Oil,Sesame Oil,None,Butter,Salt,None,42.15,3.6,Safe
Crab,Crab,Maple Syrup,None,Salt,Crab,20.83,4.9,May Contain
Banana,Banana,None,Olive Oil,Garlic,None,21.79,4.4,Safe
Dill,Dill,None,Coconut Oil,Pepper,None,43.81,1.5,May Contain
Beef,Beef,Sugar,None,Garlic,None,13.46,4.3,May Contain
Whey,Whey,Maple Syrup,Olive Oil,None,Whey,36.1,3.7,Safe
Cream,Cream,Sugar,Olive Oil,None,Cream,7.02,4.3,May Contain
Flax Seeds,Flax Seeds,Honey,Butter,Salt,Flax Seeds,24.46,2.4,Contains
Cabbage,Cabbage,Honey,None,None,None,8.28,4.9,May Contain
Cherry,Cherry,None,Olive Oil,Garlic,None,36.12,4.7,May Contain
Turkey,Turkey,Sugar,Coconut Oil,None,None,42.49,4.2,May Contain
Rabbit,Rabbit,Sugar,Coconut Oil,Pepper,None,15.55,3,Safe
Buckwheat,Buckwheat,Sugar,Butter,None,Buckwheat,34.05,1.6,Contains
Sweet Potato,Sweet Potato,None,Butter,Salt,None,11.13,3.4,Safe
Orange,Orange,Honey,Coconut Oil,Garlic,None,37.32,3.1,Contains
Goat,Goat,Maple Syrup,None,None,None,5.4,2.8,Safe
Potassium Sorbate,Potassium Sorbate,Honey,Coconut Oil,Pepper,None,28.52,4,Contains
Oysters,Oysters,None,Butter,Pepper,Oysters,32.95,4.3,Contains
Canola Oil,Canola Oil,None,Olive Oil,Garlic,None,13.27,4.3,May Contain
Grapeseed Oil,Grapeseed Oil,None,None,Salt,None,34.45,4,Safe
Sulfites,Sulfites,Sugar,None,Salt,None,20.73,2.2,Contains
Turnip,Turnip,Honey,None,None,None,23.44,3.5,May Contain
Corn,Corn,Sugar,None,Pepper,Corn,18.42,2.8,Contains
Sunflower Seeds,Sunflower Seeds,Honey,Coconut Oil,Pepper,Sunflower Seeds,31.02,4.9,Safe
Farro,Farro,Honey,Coconut Oil,Salt,Farro,26.18,1.2,Contains
Papaya,Papaya,None,None,Pepper,None,7.77,2.2,May Contain
Dill,Dill,None,Coconut Oil,None,None,31.79,2,Contains
Blueberries,Blueberries,Sugar,None,Salt,None,18.62,1.6,Safe
Fig,Fig,Sugar,Olive Oil,None,None,8.8,3.1,May Contain
Beetroot,Beetroot,Honey,Coconut Oil,None,None,28.81,2.2,May Contain
Wheat,Wheat,None,Olive Oil,None,Wheat,12.81,3.7,Safe
Sunflower Oil,Sunflower Oil,Maple Syrup,None,None,None,10.38,3,Contains
Papaya,Papaya,Maple Syrup,Coconut Oil,Pepper,None,9.31,2.4,Safe
Ghee,Ghee,None,None,Pepper,Ghee,9.06,3.9,Safe
Cod,Cod,Maple Syrup,Coconut Oil,None,Cod,18.1,3.5,May Contain
Black Beans,Black Beans,Sugar,Coconut Oil,None,Black Beans,39.19,1.1,Safe
Sunflower Seeds,Sunflower Seeds,Sugar,Butter,Pepper,Sunflower Seeds,12.95,1.6,Safe
Curd,Curd,Sugar,Coconut Oil,Garlic,Curd,35.86,1.2,Safe
Oysters,Oysters,Maple Syrup,None,None,Oysters,27.58,1.6,May Contain
Rabbit,Rabbit,Sugar,Butter,Pepper,None,8.97,2.8,Contains
Canola Oil,Canola Oil,None,None,None,None,24.95,2.6,May Contain
Lamb,Lamb,None,Butter,None,None,27.62,4.6,May Contain
Canola Oil,Canola Oil,Honey,Coconut Oil,None,None,16.67,3.5,Safe
Walnuts,Walnuts,Sugar,Olive Oil,None,Walnuts,48.16,2.8,Safe
Nitrates,Nitrates,Maple Syrup,None,Garlic,None,42.45,2.9,Safe
Cardamom,Cardamom,Sugar,Butter,Pepper,None,32.44,2.9,Contains
Sodium Benzoate,Sodium Benzoate,Honey,None,Pepper,None,11.5,1.3,May Contain
Potassium Sorbate,Potassium Sorbate,Honey,Butter,Garlic,None,41.55,2.6,Safe
Turkey,Turkey,Maple Syrup,Olive Oil,None,None,21.4,2.4,Contains
Spinach,Spinach,Maple Syrup,Coconut Oil,None,None,22.48,2.4,Safe
Benzoates,Benzoates,Honey,Olive Oil,Pepper,None,28.49,1.7,May Contain
Peanuts,Peanuts,Sugar,None,Garlic,Peanuts,46.02,1.6,Safe
Cloves,Cloves,Sugar,Coconut Oil,Salt,None,21.65,4.7,May Contain
Cumin,Cumin,Sugar,Coconut Oil,None,None,10.48,4.7,Safe
Hazelnuts,Hazelnuts,None,None,None,Hazelnuts,48.65,2.6,May Contain
Sodium Benzoate,Sodium Benzoate,None,Olive Oil,Pepper,None,25.45,3.1,Safe
Lamb,Lamb,None,Olive Oil,None,None,37.35,1.9,Safe
Benzoates,Benzoates,Honey,Olive Oil,Pepper,None,27.87,2.7,Contains
Okra,Okra,None,Coconut Oil,Pepper,None,34.43,4.7,Contains
Carrageenan,Carrageenan,Maple Syrup,Coconut Oil,Garlic,None,21.48,3.3,May Contain
Pepper,Pepper,Maple Syrup,Coconut Oil,Garlic,None,45.65,3.1,Safe
Quail,Quail,Honey,Olive Oil,Garlic,None,7.55,3.9,May Contain
Celery,Celery,None,Olive Oil,None,None,18.99,2.5,May Contain
Grapeseed Oil,Grapeseed Oil,Maple Syrup,Butter,None,None,9.44,4,May Contain
Chicken,Chicken,Sugar,Olive Oil,Pepper,None,17.97,4.8,May Contain
Barley,Barley,Sugar,None,Garlic,Barley,23.13,3.8,Contains
Walnuts,Walnuts,Sugar,Butter,Garlic,Walnuts,22.47,1.4,Safe
Mussels,Mussels,Honey,Coconut Oil,Garlic,Mussels,9.28,4.6,Safe
Mushroom,Mushroom,None,Butter,Garlic,None,24.61,4.7,Contains
Sesame Oil,Sesame Oil,None,Coconut Oil,Salt,None,22.97,4.7,May Contain
Hazelnuts,Hazelnuts,Maple Syrup,Olive Oil,Garlic,Hazelnuts,27.94,1.9,Contains
Rice,Rice,None,Coconut Oil,Garlic,Rice,9.08,2.5,May Contain
Ghee,Ghee,Honey,Butter,Pepper,Ghee,16.52,1.2,May Contain
Condensed Milk,Condensed Milk,Sugar,Olive Oil,Salt,Condensed Milk,23.23,3.8,Contains
Sulfites,Sulfites,None,Coconut Oil,Garlic,None,48.52,2.5,Safe
Blackberry,Blackberry,Sugar,Coconut Oil,Salt,None,15.86,1.3,May Contain
Pear,Pear,Maple Syrup,Olive Oil,Salt,None,40.52,2.2,Contains
Coconut Oil,Coconut Oil,None,Butter,Garlic,None,31.64,3.4,Contains
Cabbage,Cabbage,Maple Syrup,None,Pepper,None,7.1,2.1,May Contain
Curd,Curd,None,Olive Oil,None,Curd,17.43,2.6,May Contain
Beef,Beef,Sugar,Olive Oil,None,None,17.37,1.2,Contains
Cumin,Cumin,Maple Syrup,Olive Oil,None,None,40.54,3,Safe
Beetroot,Beetroot,Maple Syrup,Coconut Oil,None,None,42.97,2.2,Safe
Pistachios,Pistachios,None,Butter,Garlic,Pistachios,8.46,3.9,Safe
Pork,Pork,Sugar,None,Garlic,None,28.37,1.6,May Contain
MSG,MSG,None,None,Pepper,None,15.99,3.9,Safe
Olive Oil,Olive Oil,Maple Syrup,None,Salt,None,40.95,2,Contains
Pine Nuts,Pine Nuts,Sugar,Butter,Pepper,Pine Nuts,38.23,4.7,Safe
Yogurt,Yogurt,None,Olive Oil,None,Yogurt,38.16,2.6,Safe
Yogurt,Yogurt,Sugar,Coconut Oil,Garlic,Yogurt,12.33,4.4,May Contain
Tomato,Tomato,None,Olive Oil,Pepper,None,25.11,4.3,Safe
Aspartame,Aspartame,Maple Syrup,Butter,Pepper,None,23.33,1.5,Contains
Mussels,Mussels,Sugar,Olive Oil,Salt,Mussels,49.4,2.7,Safe
Hemp Seeds,Hemp Seeds,Sugar,Coconut Oil,None,Hemp Seeds,31.09,3.7,Contains
Grapeseed Oil,Grapeseed Oil,Maple Syrup,Butter,Garlic,None,17.93,2.7,Contains
Lychee,Lychee,None,Coconut Oil,Garlic,None,40.98,2.3,Contains
Cashews,Cashews,Sugar,Coconut Oil,Pepper,Cashews,26.59,1.3,Safe
Carrageenan,Carrageenan,None,Coconut Oil,Pepper,None,48.44,4.2,Safe
Yogurt,Yogurt,None,Olive Oil,Salt,Yogurt,29.6,4.1,May Contain
Shrimp,Shrimp,Honey,Coconut Oil,None,Shrimp,40.44,1.2,Safe
Yogurt,Yogurt,Honey,None,Salt,Yogurt,40.81,2.8,May Contain
Basil,Basil,Sugar,Butter,Salt,None,9.18,4,Safe
Tomato,Tomato,Maple Syrup,None,Pepper,None,8.92,1.3,May Contain
Olive Oil,Olive Oil,Sugar,Coconut Oil,None,None,24.71,2.8,Contains
Butter,Butter,Maple Syrup,Coconut Oil,Salt,Butter,21.55,4.4,Safe
Oregano,Oregano,Honey,None,Pepper,None,29.45,3.9,May Contain
Cod,Cod,Honey,None,Pepper,Cod,48.76,3,Safe
Cauliflower,Cauliflower,Sugar,None,Salt,None,23.36,3.5,Safe
Sunflower Oil,Sunflower Oil,Maple Syrup,Olive Oil,Salt,None,18.74,2.9,May Contain
Shrimp,Shrimp,Honey,None,None,Shrimp,24.3,4.8,May Contain
Carrageenan,Carrageenan,Honey,None,Salt,None,11.7,3.2,Contains
Cashews,Cashews,Honey,Butter,None,Cashews,29.35,2.2,Safe
Flaxseed Oil,Flaxseed Oil,Sugar,Butter,Salt,None,9,3.1,Safe
Hemp Seeds,Hemp Seeds,Honey,Coconut Oil,Pepper,Hemp Seeds,38.99,4,May Contain
Hemp Seeds,Hemp Seeds,None,Butter,Salt,Hemp Seeds,43,2,May Contain
Flax Seeds,Flax Seeds,Honey,None,Pepper,Flax Seeds,29.93,3.2,Safe
Peach,Peach,Sugar,Coconut Oil,Salt,None,48.13,1.4,Safe
Radish,Radish,Sugar,Olive Oil,None,None,47.8,2.3,May Contain
Peanuts,Peanuts,Honey,Olive Oil,Pepper,Peanuts,29.77,2.3,Contains
Butter,Butter,None,Olive Oil,None,Butter,42.44,3.7,Safe
Cabbage,Cabbage,Sugar,Olive Oil,Garlic,None,24.13,1.7,Contains
Flaxseed Oil,Flaxseed Oil,Maple Syrup,Butter,Pepper,None,17.47,3.3,Contains
Coconut Oil,Coconut Oil,Sugar,Butter,Pepper,None,28.24,1.4,May Contain
Grapeseed Oil,Grapeseed Oil,Sugar,Olive Oil,Salt,None,46.06,3.6,May Contain
Pear,Pear,Sugar,Butter,Garlic,None,24.84,4.1,Contains
Veal,Veal,Sugar,Olive Oil,Salt,None,6.47,1.2,Safe
Olive Oil,Olive Oil,Maple Syrup,None,None,None,8.92,2.7,May Contain
Carrot,Carrot,Sugar,None,Garlic,None,21.18,1.5,Contains
Hemp Seeds,Hemp Seeds,Maple Syrup,None,Garlic,Hemp Seeds,22.91,4.1,Contains
Xanthan Gum,Xanthan Gum,Maple Syrup,Olive Oil,Salt,None,20.46,1,Contains
Cherry,Cherry,Sugar,Butter,None,None,14.94,1.1,Contains
Chicken,Chicken,Maple Syrup,Coconut Oil,None,None,26.93,4.4,Safe
Blackberry,Blackberry,Maple Syrup,None,None,None,43.45,3.6,Contains
Turnip,Turnip,Maple Syrup,Butter,None,None,42.47,2.9,Safe
Veal,Veal,Maple Syrup,Olive Oil,Pepper,None,26.61,4.8,Contains
Nitrates,Nitrates,Honey,Olive Oil,Salt,None,47.15,3.9,Safe
Apple,Apple,Honey,Olive Oil,None,None,20.18,3.8,May Contain
Curd,Curd,Honey,Olive Oil,Salt,Curd,22.19,4.8,Safe
Milk,Milk,Honey,Coconut Oil,Pepper,Milk,45.67,1.4,Contains
Tomato,Tomato,Sugar,None,None,None,15.43,4.6,Contains
Crab,Crab,Honey,Butter,Salt,Crab,31.82,2.7,Safe
Olive Oil,Olive Oil,Honey,None,Salt,None,36.67,4.8,May Contain
Leek,Leek,None,None,None,None,5.39,3.8,May Contain
Cream,Cream,Honey,Coconut Oil,Pepper,Cream,12.52,4.2,Safe
Quinoa,Quinoa,Honey,Olive Oil,Salt,Quinoa,9.67,1.4,Contains
Garlic,Garlic,Maple Syrup,None,Salt,None,30.46,4.8,Safe
Grapeseed Oil,Grapeseed Oil,None,Coconut Oil,Salt,None,41.71,4,May Contain
Canola Oil,Canola Oil,None,Olive Oil,None,None,17.37,2.9,May Contain
Ghee,Ghee,None,Butter,None,Ghee,11.34,1.7,Contains
Cantaloupe,Cantaloupe,Maple Syrup,Butter,Garlic,None,8.95,3.2,May Contain
Buckwheat,Buckwheat,Maple Syrup,Olive Oil,Pepper,Buckwheat,18.93,4.1,May Contain
Cantaloupe,Cantaloupe,Maple Syrup,Butter,None,None,38.23,3.4,May Contain
Cream,Cream,Honey,None,None,Cream,48.18,3.2,May Contain
Chickpeas,Chickpeas,Honey,Butter,Salt,Chickpeas,30.23,1.6,Contains
Butter,Butter,Maple Syrup,None,None,Butter,26.19,2.1,May Contain
Whey,Whey,None,None,Pepper,Whey,12.62,3.6,Contains
Lamb,Lamb,Sugar,None,Garlic,None,26.15,4.1,May Contain
Rye,Rye,Sugar,None,Pepper,Rye,12.44,1.9,Safe
Lobster,Lobster,None,Olive Oil,None,Lobster,48.9,4.5,Safe
Cream,Cream,Maple Syrup,Olive Oil,Salt,Cream,49.54,4.5,Safe
Tuna,Tuna,Sugar,None,Salt,Tuna,32.46,5,Safe
Macadamia Nuts,Macadamia Nuts,Sugar,Coconut Oil,Garlic,Macadamia Nuts,10.63,2.1,Safe
Pistachios,Pistachios,Honey,None,None,Pistachios,18.21,3.3,May Contain
Veal,Veal,Honey,Olive Oil,Salt,None,39.64,3.2,May Contain
Millet,Millet,Sugar,Coconut Oil,Salt,Millet,22.09,1.4,Contains
Orange,Orange,None,Butter,Pepper,None,13.21,3.9,Safe
Plum,Plum,Honey,Butter,None,None,22.96,2.9,Contains
Ghee,Ghee,Sugar,Butter,Garlic,Ghee,13.41,3.5,Contains
Butter,Butter,Honey,Butter,Pepper,Butter,13.74,3.1,May Contain
Pork,Pork,None,Olive Oil,Garlic,None,5.97,1.3,Contains
Veal,Veal,Honey,Coconut Oil,Garlic,None,37.08,3.7,Safe
Chicken,Chicken,None,None,Salt,None,29.89,2.2,Safe
Crab,Crab,Honey,Coconut Oil,Pepper,Crab,25.7,1.1,Contains
Veal,Veal,Maple Syrup,None,Garlic,None,40.12,3.3,Contains
Yogurt,Yogurt,Honey,Coconut Oil,None,Yogurt,16.27,4.2,May Contain
Salmon,Salmon,None,Butter,Salt,Salmon,49.94,1.3,May Contain
Rice,Rice,Maple Syrup,Olive Oil,Pepper,Rice,16.88,3,May Contain
Beef,Beef,None,Olive Oil,None,None,9.78,2.1,May Contain
Turmeric,Turmeric,Maple Syrup,Coconut Oil,Pepper,None,26.2,4.6,May Contain
Basil,Basil,Maple Syrup,Butter,Salt,None,35.79,1.8,May Contain
Nutmeg,Nutmeg,Maple Syrup,Olive Oil,Pepper,None,25.73,3.7,Contains
Cheese,Cheese,None,None,Salt,Cheese,10.04,2.9,Safe
Barley,Barley,Maple Syrup,Butter,Garlic,Barley,34.44,3.8,Contains
Cardamom,Cardamom,None,None,Garlic,None,44.85,2.6,Safe
Pistachios,Pistachios,None,Coconut Oil,Pepper,Pistachios,41.89,1.5,Safe
Crab,Crab,Maple Syrup,Butter,Garlic,Crab,15.25,3.8,Contains
Chicken,Chicken,Honey,Coconut Oil,Garlic,None,28.04,4.9,May Contain
Condensed Milk,Condensed Milk,Maple Syrup,Coconut Oil,Pepper,Condensed Milk,18.44,4.7,May Contain
Walnuts,Walnuts,Sugar,Olive Oil,Garlic,Walnuts,13.72,3.1,May Contain
Farro,Farro,None,Coconut Oil,Garlic,Farro,38.69,1.1,Contains
Flaxseed Oil,Flaxseed Oil,Honey,Butter,Salt,None,45.95,2.8,Contains
Apple,Apple,None,None,Garlic,None,13.7,3.4,May Contain
Barley,Barley,Maple Syrup,Coconut Oil,Salt,Barley,14.16,3.2,May Contain
Goat,Goat,Sugar,Butter,Pepper,None,26.81,4.2,May Contain
Ginger,Ginger,None,None,None,None,37.51,4.6,Contains
Canola Oil,Canola Oil,Sugar,None,Salt,None,24.62,3.3,May Contain
Curd,Curd,Sugar,Coconut Oil,Pepper,Curd,31.45,4.4,Safe
Butter,Butter,None,Butter,Pepper,Butter,33.12,3.2,May Contain
Potassium Sorbate,Potassium Sorbate,Maple Syrup,Olive Oil,Pepper,None,39.26,1.8,Contains
Nutmeg,Nutmeg,Maple Syrup,None,None,None,8.64,3.7,Contains
Rabbit,Rabbit,Maple Syrup,Coconut Oil,Salt,None,42.67,4.6,May Contain
Carrageenan,Carrageenan,Maple Syrup,Olive Oil,Salt,None,20.81,3,Safe
Aspartame,Aspartame,None,Coconut Oil,None,None,36.09,2.2,Safe
Turkey,Turkey,Honey,Olive Oil,None,None,18.25,2.3,Contains
Sesame Oil,Sesame Oil,Sugar,Coconut Oil,None,None,19.12,2.3,Contains
Oysters,Oysters,Maple Syrup,None,Pepper,Oysters,10.06,2.8,Safe
Beef,Beef,Maple Syrup,Olive Oil,Salt,None,45.19,3,Contains
Grapeseed Oil,Grapeseed Oil,Maple Syrup,Butter,Garlic,None,35.72,3.6,Safe
Aspartame,Aspartame,Maple Syrup,Coconut Oil,Pepper,None,22.72,2.6,Contains
Pistachios,Pistachios,Honey,Coconut Oil,Garlic,Pistachios,37.99,3.1,Safe
Walnuts,Walnuts,Honey,None,Pepper,Walnuts,9.89,2.9,May Contain
Mushroom,Mushroom,Honey,Olive Oil,Salt,None,44.86,2,Safe
Curd,Curd,Honey,Olive Oil,Garlic,Curd,46.68,4.2,Contains
Pine Nuts,Pine Nuts,Maple Syrup,Coconut Oil,Garlic,Pine Nuts,30.95,3.2,Contains
Dill,Dill,Maple Syrup,Coconut Oil,Salt,None,6.51,2.9,May Contain
Strawberries,Strawberries,Honey,None,Pepper,None,28.8,1.1,May Contain
Sunflower Oil,Sunflower Oil,Sugar,Butter,Garlic,None,8.86,4.5,May Contain
Hazelnuts,Hazelnuts,None,Coconut Oil,None,Hazelnuts,24.85,4.5,May Contain
Oats,Oats,Maple Syrup,Coconut Oil,Salt,Oats,38.52,3.6,May Contain
Tuna,Tuna,Honey,Olive Oil,Garlic,Tuna,22.46,3.3,May Contain
Pork,Pork,Maple Syrup,Butter,Garlic,None,27.49,1.5,Contains
Sunflower Seeds,Sunflower Seeds,Sugar,Coconut Oil,None,Sunflower Seeds,13.85,3.2,Safe
Butter,Butter,Honey,Olive Oil,None,Butter,8.42,2.3,May Contain
Broccoli,Broccoli,Honey,Olive Oil,None,None,42.29,1.7,Contains
Rye,Rye,Maple Syrup,None,None,Rye,35.17,1.2,Contains
Rosemary,Rosemary,Honey,None,None,None,36.56,1.5,Contains
Sardines,Sardines,Sugar,None,Salt,Sardines,22.38,4.5,Safe
Yogurt,Yogurt,Maple Syrup,Butter,Salt,Yogurt,47.74,4.4,Safe
Ghee,Ghee,Maple Syrup,Coconut Oil,Garlic,Ghee,48.21,3.7,Contains
Okra,Okra,Sugar,Coconut Oil,None,None,49.09,3.9,Contains
